date,stock,title,content
2011-05-10,EBAY,Premarket gainers: DF +10%. EGHT +5%. VG +4%. EBAY +3%. NXG +3%. ING +3%.Losers: BMTI -28%. MKND...,"Premarket gainers: DF
+10%. EGHT
+5%. VG
+4%. EBAY
+3%. NXG +3%. ING
+3%.Losers: BMTI
-28%. MKND -14%. PAL -6%. DHX
-6%. GMXR -6%. MOTR -4%. CNK
-3%."
2011-05-10,EBAY,eBay (NASDAQ:EBAY) adds to gains after Microsoft (NASDAQ:MSFT) announces it's buying Skype. EBAY...,eBay (NASDAQ:EBAY) adds to gains after Microsoft (NASDAQ:MSFT) announces it's buying Skype. EBAY +4.7%.
2011-05-10,EBAY,"eBay (NASDAQ:EBAY) +3.2% premarket. The firm still holds a partial stake in Skype, which is...","eBay (NASDAQ:EBAY) +3.2% premarket. The firm still holds a partial stake in Skype, which is rumored to be near a sale to Microsoft (NASDAQ:MSFT) for $7B-8B."
2011-05-10,EBAY,"The likely winners in Microsoft's (MSFT -1.4%) Skype buy: a hodgepodge of private-equity firms,...","The likely winners in Microsoft's (MSFT
-1.4%) Skype buy: a hodgepodge of private-equity firms, pension funds and VCs (and eBay (EBAY
+2.4%), whose $620M stake goes to $2.3B - making for a total eBay payday of more than $4B)."
2011-05-16,EBAY,Part of Nasdaq's burden on the way to its biggest point and percentage drop in two months was...,"Part of Nasdaq's burden on the way to its biggest point and percentage drop in two months was internet stocks (HHH
-4%), with AMZN, EBAY, YHOO and PCLN all down more than 3%. With no apparent catalyst, tech weakness may signal
broader declines ahead: âItâs weak price activity, and not the kind of activity associated with a normal, healthy market.â"
2011-05-23,EBAY,EBay (EBAY -2%) could use some of the $2.4B it will receive from the sale of its remaining 30%...,"EBay (EBAY
-2%) could use some of the $2.4B it will receive from the sale of its remaining 30% stake in Skype to make acquisitions, particularly in technologies and companies that increase its mobile capabilities, and return money to investors through share buybacks, CEOÂ John Donahoe says. There's nothing imminent, but eBay is prepared to tap into its $8B cash stash."
2011-05-25,EBAY,"Bank of America (NYSE:BAC), Wells Fargo (NYSE:WFC) and JPMorgan Chase (NYSE:JPM) team up to...","Bank of America (NYSE:BAC), Wells Fargo (NYSE:WFC) and JPMorgan Chase (NYSE:JPM) team up to create a JV for online banking services which would allow people to use checking accounts to send money with an email address or phone number. The move comes as PayPal (NASDAQ:EBAY) and Google (NASDAQ:GOOG) are competing to launch mobile payment services (yesterday)."
2011-05-27,EBAY,"eBay (NASDAQ:EBAY) sues over ""Google Wallet,"" the pay-by-smartphone system Google (NASDAQ:GOOG)...","eBay (NASDAQ:EBAY) sues over ""Google Wallet,"" the pay-by-smartphone system Google (NASDAQ:GOOG) unveiled yesterday. eBay's PayPal unit claims the service was built on trade secrets stolen from the company by former eBay execs who left to work for Google."
2011-06-01,EBAY,California lawmakers vote 47-16 in favor of a law that would require online retailers with a...,"California lawmakers vote 47-16 in favor of a law that would require online retailers with a physical presence in the state to collect sales tax from residents. The tax could bring in as much as $83M a year, but could also lead to retaliation by online behemoths like Amazon (NASDAQ:AMZN), Apple (NASDAQ:AAPL) and eBay (NASDAQ:EBAY)."
2011-06-03,EBAY,"Reversing some growing cooperation from last year, PayPal (NASDAQ:EBAY) says it will stop...","Reversing some growing cooperation from last year, PayPal (NASDAQ:EBAY) says it will stop providing payment services on Alibaba's (OTC:ALBCF) sales platform AliExpress, reportedly after a pricing dispute. It's more strained relationships for Alibaba amid its increasingly painful divorce from main U.S. partner Yahoo (YHOO)."
2011-06-08,EBAY,Ebay (EBAY +3%) jumps after Pacific Crest's Steve Weinsein raises it to 'outperform.' With...,"Ebay (EBAY
+3%) jumps after Pacific Crest's Steve Weinsein raises it to 'outperform.'  With momentum in its core business, site changes bringing on more branded sellers, and strong growth in Paypal meeting a cheap valuation, ""it is time to step up and buy."""
2011-06-29,EBAY,"Square lands $100M of venture capital funding, placing the mobile payments startup in a better...","Square lands $100M of venture capital funding, placing the mobile payments startup in a better position to compete with Google (GOOG
+0.2%) Wallet and PayPal (EBAY
-0.9%) in the battle for a piece of the mobile payments pie. The firm's credit card reader enables mobile devices to swipe cards for a flat 2.75% fee."
2011-06-29,EBAY,"A big beneficiary of the decision on debit card fees: Shares of eBay (EBAY +5.5%), owners of the...","A big beneficiary of the decision on debit card fees: Shares of eBay (EBAY
+5.5%), owners of the PayPal system, spike on a large volume increase."
2011-06-30,EBAY,Premarket gainers: HAFC +26%. LYG +8%. HNSN +8%. FSLR +6%. RENN +4%. VVUS +4%. EBAY +4%. RAD...,"Premarket gainers: HAFC
+26%. LYG
+8%. HNSN
+8%. FSLR
+6%. RENN
+4%. VVUS
+4%. EBAY
+4%. RAD
+3%. SKT
+3%. SPIL
+3%. MCP +3%.Losers: CTIC
-13%. AEZS
-5%. CIGX -4%."
2011-06-30,EBAY,eBay (NASDAQ:EBAY) +4.2% premarket after BofA and Citigroup upgrade to Buy as rules on debit...,"eBay (NASDAQ:EBAY) +4.2% premarket after BofA and Citigroup upgrade to Buy as rules on debit interchange fees clarify. Jefferies' Youssef Squali says PayPal largely will not be affected by the new cap rules, and stands to save $74M-$96M in processing costs it can use to improve its competitive advantage."
2011-07-07,EBAY,eBay (NASDAQ:EBAY) is acquiring mobile payments startup Zong for $240M. Zong's platform allows...,"eBay (NASDAQ:EBAY) is acquiring mobile payments startup Zong for $240M. Zong's platform allows consumers to pay for ""digital goods and services"" via their monthly cell phone bills. With Square and Google Wallet (NASDAQ:GOOG) also gunning for mobile payments dominance, the acquisition makes strategic sense for eBay's PayPal unit. (PR)"
2011-07-12,EBAY,eBay (EBAY -0.6%) faces a ruling in a case filed by L'Oreal (OTCPK:LRLCY) finding online...,"eBay (EBAY
-0.6%) faces a ruling in a case filed by L'Oreal (OTCPK:LRLCY) finding online marketplaces are liable over items sold on their websites. A European court says national courts can order website operators to take measures to stop existing infringements of intellectual property rights by online users."
2011-07-13,EBAY,"JPMorgan says internet companies will experience double-digit growth in coming years, as the...","JPMorgan says internet companies will experience double-digit growth in coming years, as the monetization of new online video content, virtual goods, applications and cloud-based services bolsters the industry. The firm initiates coverage of five Internet stocks: Netflix (NFLX
+2.5%), Amazon (AMZN
+1.4%) and Google (NASDAQ:GOOG) are started at overweight, with Yahoo (YHOO) and eBay (NASDAQ:EBAY) at neutral."
2011-07-14,EBAY,"Google (NASDAQ:GOOG) is now up 11.4% AH following its earnings beat, and other Internet stocks...","Google (NASDAQ:GOOG) is now up 11.4% AH following its earnings beat, and other Internet stocks are moving higher in sympathy. YHOO +1.7%. AMZN
+1.3%. BIDU
+2.4%. EBAY
+2.4%. LNKD +1.1%."
2011-07-18,EBAY,"In addition to optimism regarding its PayPal division, eBay's (NASDAQ:EBAY) shares have moved...","In addition to optimism regarding its PayPal division, eBay's (NASDAQ:EBAY) shares have moved higher this year due to improving metrics for its long-underperforming marketplace business. ChannelAdvisor estimates marketplace-related sales rose 14.6% annually in June, up from 12.6% in May. eBay is due to release earnings on Wednesday."
2011-07-19,EBAY,The FBI arrests 16 individuals on charges of involvement with the cyber attack on PayPal's...,"The FBI arrests 16 individuals on charges of involvement with the cyber attack on PayPal's (NASDAQ:EBAY) website by the hacker group ""Anonymous."" The attack was allegedly made as retribution for PayPal's termination of Wikileaks' donation account."
2011-07-20,EBAY,eBay (NASDAQ:EBAY): Q2 EPS of $0.48 beats by $0.02. Revenue of $2.76B (+25% Y/Y). Shares +2.1%...,eBay (NASDAQ:EBAY): Q2 EPS of $0.48 beats by $0.02. Revenue of $2.76B (+25% Y/Y). Shares +2.1% AH. (PR)
2011-07-20,EBAY,"eBay (NASDAQ:EBAY): Q2 non-GAAP EPS of $0.48, beats by $0.02. Revenue of $2.8B (+25% Y/Y), beats...","eBay (NASDAQ:EBAY): Q2 non-GAAP EPS of $0.48, beats by $0.02. Revenue of $2.8B (+25% Y/Y), beats by $190M. Expects FQ3 revenue of $2.85B-$2.95B, ahead of $2.68B consensus. Expects FQ3 EPS of of $0.46-$0.47, below $0.48 consensus. Expects FY11 revenue of $11.3B-$11.6B and EPS of $1.97-$2.00, above $10.9B and $1.96 consensus. Shares +0.3% AH. (PR)"
2011-07-20,EBAY,"EBAY earnings call is underway. Listen here, or follow on twitter. Shares -2% AH.","EBAY earnings call is underway. Listen here, or follow on twitter. Shares -2% AH."
2011-07-20,EBAY,"Notable earnings before Wednesday's close: AF, AMLN, AXP, CA, CAKE, CYS, EBAY, ETFC, EWBC, FFIV,...","Notable earnings before Wednesday's close: AF, AMLN, AXP, CA, CAKE, CYS, EBAY, ETFC, EWBC, FFIV, INTC, NE, NFX, QCOM, RHI, SLM, STX, TEX, XLNX"
2011-07-21,EBAY,"Barclays maintains an Equalweight rating on eBay (EBAY +3.1%), and raises the price target for...","Barclays maintains an Equalweight rating on eBay (EBAY
+3.1%), and raises the price target for shares to $38 from $36 finding eBay's mobile payment and POS initiatives both ""promising"" and ""intangible."" The firm raises estimates on FY'11 EPS to $2.01 from $1.96, and FY'12 EPS to $2.39 from $2.26."
2011-07-26,EBAY,American Apparel (APP +9.7%) jumps after announcing plans to sell its products on eBay (EBAY...,"American Apparel (APP +9.7%) jumps after announcing plans to sell its products on eBay (EBAY
+0.3%) as part of an effort to expand into new markets and open new distribution channels."
2011-07-27,EBAY,Hacker Anonymous' report boasting of over 35K Paypal subscriber cancellations needs to be put...,"Hacker Anonymous' report boasting of over 35K Paypal subscriber cancellations needs to be put into perspective. The company currently has over 100M active registered accounts, which means, so far, the boycott is barely a blip on Paypal's radar. (EBAY
-2.3%)."
2011-07-27,EBAY,"After earlier hijacking attempts failed, hacker groups Lulz Security and Anonymous are now...","After earlier hijacking attempts failed, hacker groups Lulz Security and Anonymous are now calling for a boycott of Ebay's (EBAY
-2%) PayPal, saying they aim to punish the company for withholding WikiLeaks donations. So far, the group says more than 35,000 users have closed their accounts."
2011-07-28,EBAY,Overstock.com (NASDAQ:OSTK) isn't sharing in eBay (NASDAQ:EBAY) and Amazon's (NASDAQ:AMZN) Q2...,"Overstock.com (NASDAQ:OSTK) isn't sharing in eBay (NASDAQ:EBAY) and Amazon's (NASDAQ:AMZN) Q2 success: shares are down 9.7% after the company reported Q2 revenue and EPS of $235M (up just 2% Y/Y) and -$0.34, below a consensus of $242.1M and -$0.17. Free cash flow for the quarter was -$16.7M. (PR)"
2011-08-01,EBAY,The mobile payments space continues to heat up: Verizon (NYSE:VZ) is partnering with American...,"The mobile payments space continues to heat up: Verizon (NYSE:VZ) is partnering with American Express (NYSE:AXP) to enable quick payments, and white-hot startup Square now expects to process $8M/day in transactions by October. Google (NASDAQ:GOOG) and eBay's (NASDAQ:EBAY) PayPal unit both have lofty ambitions for the mobile payments market."
2011-08-02,EBAY,eBay (NASDAQ:EBAY) claims to have replaced 100TB of hard drive storage with a solid-state drive...,"eBay (NASDAQ:EBAY) claims to have replaced 100TB of hard drive storage with a solid-state drive (SSD) solution from startup Nimbus, producing major power savings and performance gains. A migration on this scale demonstrates the opportunity before SSD vendors such as SNDK, OCZ, and STEC, and the challenge faced by incumbents STX and WDC."
2011-08-03,EBAY,EBAY launches an iOS app for its Instant Sale program - allowing consumers to sell their...,"EBAY launches an iOS app for its Instant Sale program - allowing consumers to sell their electronic gadgets ... from their electronic gadgets. It's another step in the firm's mobile strategy, where apps generated $2B in revenue in 2010, a number eBay hopes to double this year."
2011-08-12,EBAY,Could loaning funds to the world's working poor gather steam as an investment idea? Microfinance...,"Could loaning funds to the world's working poor gather steam as an investment idea? Microfinance sites - including one from eBay (NASDAQ:EBAY) - hope so as they offer investors a chance to fund loans to third world entrepreneurs with returns as high as 6%. So far, a repayment rate of 98% on microfinance loans beats most U.S. loans by just a tad."
2011-08-17,EBAY,"Amazon (NASDAQ:AMZN) registered an impressive 282M visitors in June, according to comScore's...","Amazon (NASDAQ:AMZN) registered an impressive 282M visitors in June, according to comScore's latest ranking of retail and auction sites by traffic. The number of visitors translates into a reach of 20.4% of the world's internet audience, placing AMZNÂ ahead of eBay (NASDAQ:EBAY) 16.2%, Alibaba (OTC:ALBCF) 11.3% and Apple (NASDAQ:AAPL) 9.7%."
2011-08-31,EBAY,"EBAY expects Asia to account for about a third of the firm's overall sales in the future, as the...","EBAY expects Asia to account for about a third of the firm's overall sales in the future, as the firm looks to make strategic acquisitions in Japan and China. An EBAY exec warns the buying spree could be slow, adding ""every acquisition will have challenges in terms of integration whether it's physical or technical."" Shares -1% premarket."
2011-09-07,EBAY,Best Buy (BBY +3.8%) plans to launch an online marketplace before the holiday shopping season to...,"Best Buy (BBY
+3.8%) plans to launch an online marketplace before the holiday shopping season to recapture sales the firm loses to online rivals eBay (EBAY
+1.6%) and Amazon (AMZN
+0.9%). The new platform is expected to allow third-party sellers like Buy.com to sell items in addition to the retailer's own merchandise."
2011-09-13,EBAY,The Justice Department has launched a criminal probe into whether EBAY employees misappropriated...,The Justice Department has launched a criminal probe into whether EBAY employees misappropriated confidential information from Craigslist. The companies have been at each other for years over allegations eBay used its Craigslist board seat to get information about the classified ad business. Shares -2.1% AH.
2011-09-16,EBAY,"eBay (EBAY +2.3%) rises after Wedbush upgrades shares to Outperform, and lifts its PT to $48, on...","eBay (EBAY
+2.3%) rises after Wedbush upgrades shares to Outperform, and lifts its PT to $48, on bullishness regarding eBay's PayPal unit. The firm believes PayPal will continue growing at a 25-30% clip, and will account for over half of eBay's revenue by 2014. A new in-store payment system is seen as a key growth driver. (previously)"
2011-09-16,EBAY,"A new advertising campaign from EBAY focuses on mobile shopping with 30-second TV spots, QR...","A new advertising campaign from EBAY focuses on mobile shopping with 30-second TV spots, QR codes and online ads - geared towards grabbing a bigger share of tablet-driven ""couch commerce."""
2011-09-19,EBAY,"TechCrunch believes Google Wallet (NASDAQ:GOOG), the search giant's much-anticipated mobile...","TechCrunch believes Google Wallet (NASDAQ:GOOG), the search giant's much-anticipated mobile payments service, will be unveiled tomorrow in partnership with MasterCard (NYSE:MA). The service could be limited at first, given a shortage of compatible phones and payments processors, but rivals such as Square and eBay's (NASDAQ:EBAY) PayPal will be watching closely."
2011-09-19,EBAY,eBay (NASDAQ:EBAY) is hoping its recently-launched X.commerce division will bolster the growth...,"eBay (NASDAQ:EBAY) is hoping its recently-launched X.commerce division will bolster the growth of the company's Marketplace business. Leveraging eBay's PayPal, GSI Commerce, and Magento units, X.commerce offers a platform for developers to build apps that can interface with eBay's Marketplace sites."
